time,pres,qc_pres,tdry,qc_tdry,dp,qc_dp,wspd,qc_wspd,deg,qc_deg,rh,qc_rh,u_wind,qc_u_wind,v_wind,qc_v_wind,wstat,asc,qc_asc,lat,lon,alt,potential_T
2022-01-10 11:34:00,713.79047,0.0,-9.97983,0.0,-18.522203,0.0,1.8677967,0.0,328.1356,0.0,52.05915,0.0,0.55464876,0.0,-1.7414678,0.0,,5.1474566,0.13559322033898305,38.95952,-106.98986,3055.1375,16.678686
2022-01-10 11:35:00,687.3909,0.0,-5.463167,0.0,-21.82717,0.0,0.8983334,0.0,154.98334,0.0,26.522333,0.0,0.08244407,0.0,-0.74661756,0.0,,4.701667,0.0,38.95888,-106.98948,3348.7185,24.837664
2022-01-10 11:36:00,662.85834,0.0,-4.4240003,0.0,-26.478666,0.0,1.2116666,0.0,252.7,0.0,16.165667,0.0,0.45907247,0.0,-0.95347273,0.0,,4.918333,0.0,38.958366,-106.98947,3634.4617,29.11802
2022-01-10 11:37:00,640.70935,0.0,-4.980833,0.0,-30.277832,0.0,2.5883336,0.0,335.06668,0.0,11.813502,0.0,1.1182749,0.0,-2.305604,0.0,,3.7916665,0.0,38.957546,-106.98897,3901.4053,31.435535
2022-01-10 11:38:00,623.3984,0.0,-5.733,0.0,-32.0425,0.0,3.0166664,0.0,302.4,0.0,10.5443325,0.0,1.6455293,0.0,-2.3794866,0.0,,3.6499999,0.0,38.956264,-106.98776,4116.197,32.96894
2022-01-10 11:39:00,605.1768,0.0,-6.9596667,0.0,-33.258835,0.0,4.4150004,0.0,25.266666,0.0,10.301834,0.0,-1.9167057,0.0,-3.9636247,0.0,,3.9600003,0.0,38.95469,-106.987885,4348.02,34.161213
2022-01-10 11:40:00,587.5662,0.0,-8.361166,0.0,-33.913002,0.0,6.1949997,0.0,12.666667,0.0,10.78,0.0,-1.3618935,0.0,-5.9694743,0.0,,3.6100001,0.0,38.95188,-106.98935,4577.5166,35.135883
2022-01-10 11:41:00,571.51776,0.0,-9.488,0.0,-35.18967,0.0,6.0966663,0.0,273.68332,0.0,10.385333,0.0,0.2529488,0.0,-6.0873313,0.0,,3.52,0.0,38.948654,-106.98953,4791.772,36.26436
2022-01-10 11:42:00,556.3079,0.0,-11.130167,0.0,-36.394,0.0,6.013333,0.0,349.48334,0.0,10.495501,0.0,1.0414056,0.0,-5.8922806,0.0,,3.4783337,0.0,38.94528,-106.98909,4999.358,36.7183
2022-01-10 11:43:00,541.24786,0.0,-12.656001,0.0,-37.459003,0.0,5.1700006,0.0,345.93332,0.0,10.674834,0.0,1.2526393,0.0,-5.012747,0.0,,3.471666,0.0,38.94241,-106.98813,5209.2827,37.341324
2022-01-10 11:44:00,526.71747,0.0,-14.310333,0.0,-37.280834,0.0,3.8766665,0.0,338.71667,0.0,12.430333,0.0,1.400362,0.0,-3.61338,0.0,,3.4333334,0.0,38.940067,-106.987206,5416.1606,37.78009
2022-01-10 11:45:00,512.33105,0.0,-16.105333,0.0,-38.815,0.0,3.5116663,0.0,348.11667,0.0,12.349167,0.0,0.7050851,0.0,-3.4244852,0.0,,3.5383337,0.0,38.93822,-106.98643,5625.299,38.07938
2022-01-10 11:46:00,497.97586,0.0,-17.604668,0.0,-40.021,0.0,4.3033338,0.0,347.91666,0.0,12.3619995,0.0,0.9097473,0.0,-4.203936,0.0,,3.5650003,0.0,38.93618,-106.98592,5838.5347,38.789436
2022-01-10 11:47:00,483.71918,0.0,-18.980167,0.0,-40.791332,0.0,4.6850004,0.0,334.03333,0.0,12.836166,0.0,2.0480914,0.0,-4.189098,0.0,,3.6850002,0.0,38.933853,-106.98497,6055.2915,39.698708
2022-01-10 11:48:00,469.41766,0.0,-20.609001,0.0,-41.47217,0.0,5.1533337,0.0,332.9,0.0,13.775667,0.0,2.352739,0.0,-4.5788817,0.0,,3.7416666,0.0,38.9315,-106.98328,6277.9033,40.373356
2022-01-10 11:49:00,455.25385,0.0,-22.382666,0.0,-41.823498,0.0,3.865,0.0,334.41666,0.0,15.4815,0.0,1.6675845,0.0,-3.4840293,0.0,,3.7450004,0.0,38.929314,-106.98198,6503.622,40.911377
2022-01-10 11:50:00,441.401,0.0,-24.091833,0.0,-44.391666,0.0,4.263334,0.0,323.03333,0.0,13.733,0.0,2.5575204,0.0,-3.397358,0.0,,3.7666667,0.0,38.92747,-106.98057,6729.7285,41.53972
2022-01-10 11:51:00,428.14453,0.0,-26.051,0.0,-46.130997,0.0,4.068333,0.0,313.18332,0.0,13.546334,0.0,2.965567,0.0,-2.7819974,0.0,,3.626667,0.0,38.925854,-106.97866,6951.1885,41.79849
2022-01-10 11:52:00,415.33548,0.0,-28.0125,0.0,-45.848335,0.0,4.5900006,0.0,325.26666,0.0,16.735832,0.0,2.5795062,0.0,-3.758794,0.0,,3.735,0.0,38.924156,-106.97669,7170.024,42.02506
2022-01-10 11:53:00,402.23947,0.0,-29.345833,0.0,-46.74733,0.0,5.5033345,0.0,347.93332,0.0,17.152498,0.0,1.1499921,0.0,-5.3683124,0.0,,3.8666666,0.0,38.92163,-106.97541,7399.32,43.196674
2022-01-10 11:54:00,389.29797,0.0,-31.152998,0.0,-48.273827,0.0,4.728333,0.0,338.1,0.0,17.262333,0.0,1.7233539,0.0,-4.348914,0.0,,3.8616667,0.0,38.918964,-106.974655,7631.8813,43.802483
2022-01-10 11:55:00,377.01816,0.0,-32.716335,0.0,-52.1615,0.0,5.4299994,0.0,328.21667,0.0,12.883499,0.0,2.8437629,0.0,-4.6213346,0.0,,3.7183335,0.0,38.916676,-106.97299,7858.1772,44.654587
2022-01-10 11:56:00,365.04285,0.0,-34.638836,0.0,-51.31517,0.0,6.973333,0.0,338.61667,0.0,17.183332,0.0,2.529692,0.0,-6.4931993,0.0,,3.8199995,0.0,38.913647,-106.971054,8084.51,45.037117
2022-01-10 11:57:00,353.15753,0.0,-36.766666,0.0,-51.412666,0.0,7.6016674,0.0,342.9,0.0,20.829,0.0,2.2338943,0.0,-7.2646713,0.0,,3.8499997,0.0,38.909878,-106.96932,8314.6,45.198032
2022-01-10 11:58:00,341.4405,0.0,-38.959167,0.0,-51.952503,0.0,7.716666,0.0,341.71667,0.0,24.469831,0.0,2.4216125,0.0,-7.325782,0.0,,3.8916664,0.0,38.90599,-106.96776,8546.997,45.303562
2022-01-10 11:59:00,329.90866,0.0,-41.0945,0.0,-52.594166,0.0,8.344999,0.0,343.53333,0.0,28.292835,0.0,2.3496552,0.0,-7.9912333,0.0,,3.9633334,0.0,38.901897,-106.965965,8781.483,45.51626
2022-01-10 12:00:00,318.50113,0.0,-42.980995,0.0,-53.704666,0.0,8.930001,0.0,99.083336,0.0,30.323498,0.0,-0.47290775,0.0,-8.892401,0.0,,3.9316666,0.0,38.897285,-106.96523,9019.542,46.12296
2022-01-10 12:01:00,307.5882,0.0,-44.679672,0.0,-58.503666,0.0,8.408334,0.0,16.116667,0.0,20.756664,0.0,-2.3181312,0.0,-8.059307,0.0,,3.9033332,0.0,38.892673,-106.96624,9253.545,46.94308
2022-01-10 12:02:00,296.93527,0.0,-46.59034,0.0,-59.433167,0.0,9.408335,0.0,18.15,0.0,22.51367,0.0,-2.9272847,0.0,-8.940356,0.0,,3.9066668,0.0,38.888172,-106.96812,9488.3545,47.481644
2022-01-10 12:03:00,286.70465,0.0,-48.446007,0.0,-62.644505,0.0,10.268334,0.0,19.05,0.0,18.327831,0.0,-3.3608885,0.0,-9.698053,0.0,,3.8283336,0.0,38.883118,-106.97013,9719.877,48.060795
2022-01-10 12:04:00,276.71732,0.0,-49.995007,0.0,-63.77233,0.0,9.593333,0.0,27.9,0.0,18.828333,0.0,-4.4576983,0.0,-8.483444,0.0,,3.8833334,0.0,38.87804,-106.97294,9952.319,49.09773
2022-01-10 12:05:00,266.94815,0.0,-51.894505,0.0,-63.53217,0.0,7.805,0.0,29.0,0.0,24.176666,0.0,-3.7859676,0.0,-6.8247266,0.0,,3.9416666,0.0,38.873985,-106.9759,10186.136,49.6558
2022-01-10 12:06:00,257.3565,0.0,-54.05733,0.0,-63.734,0.0,7.508334,0.0,27.6,0.0,30.254333,0.0,-3.4816632,0.0,-6.6509795,0.0,,3.8916662,0.0,38.87036,-106.97835,10421.985,49.862793
2022-01-10 12:07:00,247.66684,0.0,-56.312664,0.0,-66.377,0.0,9.783331,0.0,33.466667,0.0,27.938,0.0,-5.400412,0.0,-8.156592,0.0,,4.1933336,0.0,38.866467,-106.981316,10666.904,50.066998
2022-01-10 12:08:00,238.462,0.0,-58.377003,0.0,-64.1135,0.0,11.46,0.0,37.1,0.0,48.893,0.0,-6.9112163,0.0,-9.13583,0.0,,3.878333,0.0,38.861656,-106.98561,10906.091,50.476208
2022-01-10 12:09:00,229.72467,0.0,-60.3255,0.0,-65.2405,0.0,10.934999,0.0,37.05,0.0,53.217495,0.0,-6.5917306,0.0,-8.72207,0.0,,3.865,0.0,38.85683,-106.990456,11139.717,50.98191
2022-01-10 12:10:00,221.16719,0.0,-62.247665,0.0,-67.05483,0.0,10.190001,0.0,41.55,0.0,53.32333,0.0,-6.752316,0.0,-7.6208725,0.0,,4.026667,0.0,38.85241,-106.99498,11375.16,51.561634
2022-01-10 12:11:00,212.6375,0.0,-64.18316,0.0,-69.358665,0.0,8.506666,0.0,44.816666,0.0,50.451496,0.0,-5.9705114,0.0,-6.0443735,0.0,,4.0266666,0.0,38.84868,-106.99949,11616.835,52.221313
2022-01-10 12:12:00,204.24637,0.0,-65.32817,0.0,-75.65401,0.0,3.7516668,0.0,99.15,0.0,23.922167,0.0,-2.4565861,0.0,-2.434221,0.0,,4.038333,0.0,38.846363,-107.00281,11862.309,54.188007
2022-01-10 12:13:00,196.30518,0.0,-65.534004,0.0,-75.41534,0.0,5.6983337,0.0,295.05,0.0,25.204834,0.0,5.1490183,0.0,-2.422621,0.0,,4.173333,0.0,38.845356,-107.001854,12103.501,57.594784
2022-01-10 12:14:00,188.08847,0.0,-65.95983,0.0,-76.22984,0.0,11.156667,0.0,309.75,0.0,23.640333,0.0,8.4647255,0.0,-7.1291285,0.0,,4.416667,0.0,38.84283,-106.99669,12363.245,60.976913
2022-01-10 12:15:00,180.23601,0.0,-67.282166,0.0,-77.26983,0.0,10.55,0.0,318.56668,0.0,24.173668,0.0,6.9819117,0.0,-7.8599973,0.0,,4.115,0.0,38.838493,-106.99163,12620.929,62.918327
2022-01-10 12:16:00,173.53667,0.0,-63.88583,0.0,-80.10217,0.0,15.993332,0.0,311.81668,0.0,10.725167,0.0,11.893063,0.0,-10.683288,0.0,,3.5933335,0.0,38.83375,-106.985115,12850.476,72.18662
2022-01-10 12:17:00,167.24683,0.0,-62.225666,0.0,-83.35917,0.0,14.738334,0.0,310.46667,0.0,4.8058333,0.0,11.190738,0.0,-9.582159,0.0,,4.0933332,0.0,38.8279,-106.97677,13077.8,78.620674
2022-01-10 12:18:00,160.40948,0.0,-60.015495,0.0,-84.11782,0.0,14.221667,0.0,306.41666,0.0,3.1829996,0.0,11.409244,0.0,-8.46693,0.0,,4.4350004,0.0,38.823376,-106.969246,13336.971,86.576904
2022-01-10 12:19:00,153.86533,0.0,-59.24817,0.0,-84.346825,0.0,15.444999,0.0,303.8,0.0,2.7758334,0.0,12.785514,0.0,-8.590687,0.0,,4.1933336,0.0,38.818417,-106.960815,13597.407,92.19448
2022-01-10 12:20:00,148.01367,0.0,-59.152504,0.0,-84.91149,0.0,12.673335,0.0,293.83334,0.0,2.4993336,0.0,11.512348,0.0,-5.181165,0.0,,3.9700003,0.0,38.81464,-106.952194,13840.166,96.43302
2022-01-10 12:21:00,142.40317,0.0,-59.391167,0.0,-85.53934,0.0,15.243335,0.0,274.78333,0.0,2.3196666,0.0,15.17397,0.0,-1.1884968,0.0,,4.0950003,0.0,38.813087,-106.94347,14082.137,100.123405
2022-01-10 12:22:00,136.81068,0.0,-60.390503,0.0,-85.9925,0.0,16.693335,0.0,283.78333,0.0,2.4394999,0.0,16.195518,0.0,-3.9628737,0.0,,4.2250004,0.0,38.811855,-106.93218,14332.365,102.659225
2022-01-10 12:23:00,131.3305,0.0,-60.742172,0.0,-86.67734,0.0,18.871666,0.0,285.53333,0.0,2.2733333,0.0,18.181635,0.0,-5.051942,0.0,,4.211667,0.0,38.809338,-106.92046,14586.609,106.45304
2022-01-10 12:24:00,126.24534,0.0,-60.675167,0.0,-86.982,0.0,19.253334,0.0,288.06668,0.0,2.1401665,0.0,18.30385,0.0,-5.970068,0.0,,3.9733331,0.0,38.80633,-106.9076,14832.215,110.88304
2022-01-10 12:25:00,121.55166,0.0,-60.954502,0.0,-87.20449,0.0,18.816668,0.0,289.43332,0.0,2.1353335,0.0,17.738106,0.0,-6.240211,0.0,,3.915,0.0,38.802963,-106.89521,15067.604,114.55787
2022-01-10 12:26:00,116.92334,0.0,-61.67266,0.0,-87.17017,0.0,17.988337,0.0,286.66666,0.0,2.3566668,0.0,17.234005,0.0,-5.1523438,0.0,,4.1233335,0.0,38.799915,-106.88279,15308.48,117.55833
2022-01-10 12:27:00,112.2205,0.0,-62.868835,0.0,-87.329,0.0,14.751668,0.0,281.2,0.0,2.6799996,0.0,14.419536,0.0,-2.8653958,0.0,,4.3333335,0.0,38.797596,-106.87207,15561.953,119.93752
2022-01-10 12:28:00,107.54101,0.0,-63.64217,0.0,-87.48617,0.0,17.308332,0.0,275.61667,0.0,2.8885,0.0,17.19257,0.0,-1.7337685,0.0,,4.3016667,0.0,38.79671,-106.86125,15823.692,123.29146
2022-01-10 12:29:00,103.13283,0.0,-64.845,0.0,-87.894844,0.0,18.798334,0.0,291.1,0.0,3.1563332,0.0,17.447725,0.0,-6.6942058,0.0,,4.18,0.0,38.794567,-106.84892,16079.409,125.76358
2022-01-10 12:30:00,98.95583,0.0,-64.277504,0.0,-88.10901,0.0,15.0183325,0.0,292.55,0.0,2.8218336,0.0,13.679733,0.0,-5.881766,0.0,,4.3083334,0.0,38.790535,-106.83821,16331.831,131.61125
2022-01-10 12:31:00,94.843506,0.0,-64.24634,0.0,-88.44434,0.0,14.600001,0.0,277.31668,0.0,2.6528332,0.0,14.479092,0.0,-1.8518454,0.0,,4.4033337,0.0,38.788776,-106.82871,16591.545,136.61288
2022-01-10 12:32:00,90.67517,0.0,-66.07566,0.0,-88.539505,0.0,16.685001,0.0,281.51666,0.0,3.3445,0.0,16.323545,0.0,-3.357188,0.0,,4.696667,0.0,38.787548,-106.81804,16865.451,138.27744
2022-01-10 12:33:00,86.53984,0.0,-67.67333,0.0,-88.77967,0.0,17.866667,0.0,294.63333,0.0,3.9725,0.0,16.216394,0.0,-7.435379,0.0,,4.6633325,0.0,38.784607,-106.80654,17147.021,140.59528
2022-01-10 12:34:00,82.68917,0.0,-67.83267,0.0,-88.83084,0.0,14.788334,0.0,301.28333,0.0,4.0264997,0.0,12.637412,0.0,-7.6575274,0.0,,4.423333,0.0,38.780384,-106.79639,17420.654,145.69002
2022-01-10 12:35:00,79.15917,0.0,-67.235,0.0,-88.942345,0.0,14.496667,0.0,290.18332,0.0,3.6368332,0.0,13.605178,0.0,-4.978881,0.0,,4.3233333,0.0,38.777046,-106.78775,17683.154,152.18326
2022-01-10 12:36:00,75.87867,0.0,-66.65034,0.0,-88.981674,0.0,16.421665,0.0,286.45,0.0,3.335333,0.0,15.749047,0.0,-4.6336064,0.0,,4.3166666,0.0,38.774376,-106.777534,17938.65,158.5851
2022-01-10 12:37:00,72.504,0.0,-66.51083,0.0,-89.232834,0.0,16.986668,0.0,298.55,0.0,3.131833,0.0,14.735563,0.0,-8.075493,0.0,,4.851667,0.0,38.771362,-106.76665,18213.896,164.53804
2022-01-10 12:38:00,69.1235,0.0,-66.08083,0.0,-89.503654,0.0,14.685,0.0,306.83334,0.0,2.8223336,0.0,11.71162,0.0,-8.794476,0.0,,4.7033334,0.0,38.766293,-106.757744,18502.809,171.48033
2022-01-10 12:39:00,66.05134,0.0,-65.0805,0.0,-89.694496,0.0,15.7300005,0.0,304.91666,0.0,2.3828332,0.0,12.892849,0.0,-8.978179,0.0,,4.47,0.0,38.761723,-106.74898,18779.008,179.47247
2022-01-10 12:40:00,63.270336,0.0,-64.532,0.0,-89.91117,0.0,13.905001,0.0,300.95,0.0,2.1368332,0.0,11.860443,0.0,-7.1128926,0.0,,4.338333,0.0,38.757126,-106.74067,19041.232,186.28494
2022-01-10 12:41:00,60.567165,0.0,-63.33333,0.0,-90.02033,0.0,14.506667,0.0,297.01666,0.0,1.7871668,0.0,12.90061,0.0,-6.5576344,0.0,,4.5866656,0.0,38.753624,-106.73177,19308.713,194.73227
2022-01-10 12:42:00,57.946335,0.0,-62.744507,0.0,-89.95765,0.0,14.684999,0.0,281.6,0.0,1.6698331,0.0,14.368423,0.0,-2.9110756,0.0,,4.561667,0.0,38.75104,-106.72266,19580.947,202.01537
2022-01-10 12:43:00,55.394333,0.0,-62.82666,0.0,-89.98284,0.0,13.089999,0.0,284.66666,0.0,1.6813332,0.0,12.640385,0.0,-3.3374941,0.0,,4.611666,0.0,38.749313,-106.713005,19858.3,207.98752
2022-01-10 12:44:00,52.936672,0.0,-62.68716,0.0,-89.93916,0.0,13.771666,0.0,271.68332,0.0,1.6640002,0.0,13.727891,0.0,-0.43740937,0.0,,4.6766663,0.0,38.748486,-106.70423,20137.81,214.59636
2022-01-10 12:45:00,50.5535,0.0,-63.132664,0.0,-90.12234,0.0,16.016666,0.0,285.9,0.0,1.7070001,0.0,15.401107,0.0,-4.387053,0.0,,4.756667,0.0,38.74712,-106.69396,20421.338,220.01859
2022-01-10 12:46:00,48.232994,0.0,-63.810665,0.0,-90.4325,0.0,14.304999,0.0,282.65,0.0,1.7671667,0.0,13.888635,0.0,-3.1284735,0.0,,4.815,0.0,38.74483,-106.6838,20709.72,225.07846
2022-01-10 12:47:00,46.005,0.0,-63.13667,0.0,-90.56251,0.0,16.15,0.0,281.38333,0.0,1.5810001,0.0,15.767112,0.0,-3.142378,0.0,,4.9000006,0.0,38.743557,-106.67339,20999.865,233.49448
2022-01-10 12:48:00,43.862663,0.0,-62.453663,0.0,-90.2325,0.0,15.344999,0.0,279.31668,0.0,1.5315,0.0,15.12674,0.0,-2.436249,0.0,,4.965001,0.0,38.74174,-106.663055,21293.684,242.1182
2022-01-10 12:49:00,41.760338,0.0,-62.202335,0.0,-90.326324,0.0,17.066668,0.0,282.43332,0.0,1.4568334,0.0,16.644115,0.0,-3.6692383,0.0,,5.0883327,0.0,38.740154,-106.65175,21596.646,250.03424
2022-01-10 12:50:00,39.777832,0.0,-61.22967,0.0,-90.255844,0.0,17.589998,0.0,277.65,0.0,1.3013333,0.0,17.42569,0.0,-2.3445895,0.0,,4.89,0.0,38.7386,-106.64009,21897.549,259.8076
2022-01-10 12:51:00,37.968666,0.0,-60.75634,0.0,-89.87234,0.0,18.305,0.0,285.31668,0.0,1.3104998,0.0,17.612385,0.0,-4.814643,0.0,,4.798333,0.0,38.736797,-106.62791,22186.799,268.15518
2022-01-10 12:52:00,36.2495,0.0,-60.726498,0.0,-89.6495,0.0,17.72833,0.0,292.7,0.0,1.3586668,0.0,16.350805,0.0,-6.8327017,0.0,,4.86,0.0,38.73354,-106.61621,22475.068,275.4471
2022-01-10 12:53:00,34.546505,0.0,-61.245995,0.0,-89.94717,0.0,17.079998,0.0,292.68332,0.0,1.3773333,0.0,15.750829,0.0,-6.585273,0.0,,5.0516663,0.0,38.729782,-106.60521,22773.826,281.6947
2022-01-10 12:54:00,32.82883,0.0,-61.612164,0.0,-90.034325,0.0,18.139997,0.0,284.1,0.0,1.4218335,0.0,17.586878,0.0,-4.4038863,0.0,,5.461668,0.0,38.72682,-106.59378,23089.893,288.87512
2022-01-10 12:55:00,31.189,0.0,-62.325,0.0,-90.293495,0.0,19.461666,0.0,277.78333,0.0,1.4898334,0.0,19.276018,0.0,-2.6147532,0.0,,5.0950003,0.0,38.72494,-106.581154,23406.795,295.24753
2022-01-10 12:56:00,29.683666,0.0,-62.28233,0.0,-90.49734,0.0,21.933336,0.0,283.1,0.0,1.4288334,0.0,21.348127,0.0,-4.971172,0.0,,5.0433335,0.0,38.723045,-106.56686,23711.883,303.46466
2022-01-10 12:57:00,28.281334,0.0,-62.2455,0.0,-90.62701,0.0,20.16,0.0,282.61667,0.0,1.3919997,0.0,19.670935,0.0,-4.4069667,0.0,,4.885,0.0,38.720398,-106.55273,24010.553,311.6046
2022-01-10 12:58:00,26.997002,0.0,-61.520824,0.0,-90.37833,0.0,21.225,0.0,287.01666,0.0,1.3216666,0.0,20.277504,0.0,-6.21463,0.0,,4.8033338,0.0,38.717583,-106.53875,24298.045,321.462
2022-01-10 12:59:00,25.732502,0.0,-60.10366,0.0,-90.115005,0.0,20.953331,0.0,276.11667,0.0,1.1541667,0.0,20.800936,0.0,-2.2420201,0.0,,5.0516667,0.0,38.715294,-106.524704,24595.81,333.72107
2022-01-10 13:00:00,24.489666,0.0,-59.181828,0.0,-89.37984,0.0,23.461668,0.0,280.03333,0.0,1.1691667,0.0,23.100811,0.0,-4.074902,0.0,,5.3216662,0.0,38.713486,-106.509476,24905.701,345.0333
2022-01-10 13:01:00,23.242,0.0,-59.974834,0.0,-89.3945,0.0,22.526665,0.0,283.98334,0.0,1.2894999,0.0,21.854847,0.0,-5.4262466,0.0,,5.5783334,0.0,38.711006,-106.49369,25232.695,352.02347
2022-01-10 13:02:00,22.045502,0.0,-60.091164,0.0,-89.72199,0.0,23.803333,0.0,285.21667,0.0,1.2361666,0.0,22.966663,0.0,-6.241758,0.0,,5.3866663,0.0,38.707836,-106.47815,25562.564,361.19824
2022-01-10 13:03:00,20.951498,0.0,-58.48516,0.0,-89.58517,0.0,21.763334,0.0,280.7,0.0,1.0335,0.0,21.366186,0.0,-4.0390086,0.0,,5.2150006,0.0,38.70493,-106.462906,25880.775,375.35648
2022-01-10 13:04:00,19.9355,0.0,-56.746838,0.0,-88.55449,0.0,21.57,0.0,279.41666,0.0,0.9966667,0.0,21.274128,0.0,-3.5135636,0.0,,5.2,0.0,38.702934,-106.448326,26194.424,389.96497
2022-01-10 13:05:00,18.955334,0.0,-56.354492,0.0,-88.091324,0.0,22.801664,0.0,278.28333,0.0,1.0294999,0.0,22.558598,0.0,-3.2933433,0.0,,5.3983335,0.0,38.701286,-106.433136,26514.049,400.8164
2022-01-10 13:06:00,18.023832,0.0,-56.117664,0.0,-87.83918,0.0,21.728334,0.0,276.81668,0.0,1.0445,0.0,21.571604,0.0,-2.5915117,0.0,,5.39,0.0,38.69956,-106.41759,26834.092,411.34125
2022-01-10 13:07:00,17.144999,0.0,-54.483006,0.0,-87.648,0.0,24.601667,0.0,278.71667,0.0,0.885,0.0,24.275257,0.0,-3.7935839,0.0,,5.28,0.0,38.69812,-106.40218,27152.625,426.4351
2022-01-10 13:08:00,16.319,0.0,-52.540337,0.0,-86.444,0.0,26.266666,0.0,288.51666,0.0,0.8629999,0.0,24.904734,0.0,-8.318098,0.0,,5.1633344,0.0,38.694668,-106.38474,27470.06,442.68167
2022-01-10 13:09:00,15.554237,0.0,-51.92492,0.0,-86.027794,0.0,19.459324,0.0,289.0339,0.0,0.85983056,0.0,18.352833,0.0,-6.4108286,0.0,,5.3288136,0.0,38.690445,-106.36974,27780.365,454.60428
